日期,城市,质量等级,AQI,PM2.5,PM10,NO2,SO2,CO,O3,年份,月份,季节,星期几,是否周末,AQI_lag1,PM2.5_roll7_mean
2017-10-24,兰州市,良,60,34,66.0,44.0,11,1.14,18,2017,10,秋季,2,0,73.0,40.42857142857143
2017-10-25,兰州市,良,61,39,69.0,45.0,13,1.13,29,2017,10,秋季,3,0,60.0,40.57142857142857
2017-10-26,兰州市,良,82,50,111.0,66.0,16,1.47,40,2017,10,秋季,4,0,61.0,41.57142857142857
2017-10-27,兰州市,良,91,54,131.0,53.0,16,1.5,54,2017,10,秋季,5,0,82.0,43.0
2017-10-28,兰州市,良,69,26,86.0,33.0,12,0.62,59,2017,10,秋季,6,1,91.0,41.142857142857146
2017-10-29,兰州市,良,83,41,114.0,44.0,14,0.85,39,2017,10,秋季,7,1,69.0,40.142857142857146
2017-10-30,兰州市,良,91,52,129.0,60.0,19,1.73,26,2017,10,秋季,1,0,83.0,42.285714285714285
2017-10-31,兰州市,良,94,56,137.0,69.0,24,1.79,25,2017,10,秋季,2,0,91.0,45.42857142857143
2017-11-01,兰州市,轻度污染,103,65,151.0,80.0,29,2.1,35,2017,11,秋季,3,0,94.0,49.142857142857146
2017-11-02,兰州市,良,97,57,143.0,72.0,27,1.94,39,2017,11,秋季,4,0,103.0,50.142857142857146
2017-11-03,兰州市,轻度污染,122,59,192.0,70.0,30,2.03,35,2017,11,秋季,5,0,97.0,50.85714285714285
2017-11-04,兰州市,轻度污染,118,68,184.0,75.0,36,2.17,32,2017,11,秋季,6,1,122.0,56.85714285714285
2017-11-05,兰州市,轻度污染,106,73,158.0,78.0,27,2.14,39,2017,11,秋季,7,1,118.0,61.42857142857143
2017-11-06,兰州市,良,92,55,132.0,56.0,25,1.54,42,2017,11,秋季,1,0,106.0,61.85714285714285
2017-11-07,兰州市,良,86,50,119.0,67.0,25,1.37,43,2017,11,秋季,2,0,92.0,61.0
2017-11-08,兰州市,轻度污染,102,62,153.0,81.0,33,2.13,26,2017,11,秋季,3,0,86.0,60.57142857142857
2017-11-09,兰州市,轻度污染,109,45,165.0,40.0,16,0.81,46,2017,11,秋季,4,0,102.0,58.85714285714285
2017-11-10,兰州市,良,93,41,134.0,47.0,18,1.1,35,2017,11,秋季,5,0,109.0,56.285714285714285
2017-11-11,兰州市,良,98,61,143.0,58.0,26,1.84,35,2017,11,秋季,6,1,93.0,55.285714285714285
2017-11-12,兰州市,良,76,39,100.0,45.0,19,1.17,48,2017,11,秋季,7,1,98.0,50.42857142857143
2017-11-13,兰州市,良,75,38,97.0,52.0,22,1.21,46,2017,11,秋季,1,0,76.0,48.0
2017-11-14,兰州市,良,84,47,116.0,67.0,26,1.42,34,2017,11,秋季,2,0,75.0,47.57142857142857
2017-11-15,兰州市,良,100,61,147.0,74.0,32,2.04,24,2017,11,秋季,3,0,84.0,47.42857142857143
2017-11-16,兰州市,轻度污染,118,82,176.0,78.0,34,2.34,29,2017,11,秋季,4,0,100.0,52.71428571428572
2017-11-17,兰州市,良,88,59,121.0,52.0,30,1.37,29,2017,11,秋季,5,0,118.0,55.285714285714285
2017-11-18,兰州市,良,80,44,108.0,52.0,36,1.37,22,2017,11,秋季,6,1,88.0,52.85714285714285
2017-11-19,兰州市,良,75,37,98.0,38.0,38,0.99,37,2017,11,秋季,7,1,80.0,52.57142857142857
2017-11-20,兰州市,良,88,45,124.0,66.0,30,1.43,22,2017,11,秋季,1,0,75.0,53.57142857142857
2017-11-21,兰州市,良,75,39,97.0,48.0,33,1.3,38,2017,11,秋季,2,0,88.0,52.42857142857143
2017-11-22,兰州市,良,77,39,103.0,62.0,28,1.18,40,2017,11,秋季,3,0,75.0,49.285714285714285
2017-11-23,兰州市,良,90,49,128.0,77.0,38,1.59,32,2017,11,秋季,4,0,77.0,44.57142857142857
2017-11-24,兰州市,轻度污染,106,66,159.0,81.0,38,2.48,22,2017,11,秋季,5,0,90.0,45.57142857142857
2017-11-25,兰州市,轻度污染,109,70,164.0,80.0,38,2.72,24,2017,11,秋季,6,1,106.0,49.285714285714285
2017-11-26,兰州市,轻度污染,122,82,183.0,90.5,38,2.9,29,2017,11,秋季,7,1,109.0,55.71428571428572
2017-11-27,兰州市,轻度污染,113,81,168.0,81.0,38,2.45,25,2017,11,秋季,1,0,122.0,60.85714285714285
2017-11-28,兰州市,良,94,55,133.0,67.0,38,1.69,27,2017,11,秋季,2,0,113.0,63.142857142857146
2017-11-29,兰州市,良,95,52,138.0,69.0,38,1.8,27,2017,11,秋季,3,0,94.0,65.0
2017-11-30,兰州市,良,88,47,123.0,82.0,38,1.85,32,2017,11,秋季,4,0,95.0,64.71428571428571
2017-12-01,兰州市,轻度污染,113,75,167.0,90.5,38,2.48,27,2017,12,冬季,5,0,88.0,66.0
2017-12-02,兰州市,轻度污染,131,91,190.0,90.5,38,2.71,25,2017,12,冬季,6,1,113.0,69.0
2017-12-03,兰州市,轻度污染,108,79,152.0,82.0,38,2.13,33,2017,12,冬季,7,1,131.0,68.57142857142857
2017-12-04,兰州市,良,72,41,93.0,65.0,34,1.42,36,2017,12,冬季,1,0,108.0,62.85714285714285
2017-12-05,兰州市,良,76,40,101.0,71.0,32,1.79,27,2017,12,冬季,2,0,72.0,60.71428571428572
2017-12-06,兰州市,良,86,56,120.0,66.0,38,2.05,25,2017,12,冬季,3,0,76.0,61.285714285714285
2017-12-07,兰州市,良,72,41,92.0,56.0,38,1.5,30,2017,12,冬季,4,0,86.0,60.42857142857143
2017-12-08,兰州市,良,76,43,100.0,64.0,38,1.93,21,2017,12,冬季,5,0,72.0,55.85714285714285
2017-12-09,兰州市,良,96,57,139.0,68.0,38,2.11,28,2017,12,冬季,6,1,76.0,51.0
2017-12-10,兰州市,良,98,59,144.0,83.0,38,2.2,29,2017,12,冬季,7,1,96.0,48.142857142857146
2017-12-11,兰州市,轻度污染,116,82,175.0,90.5,38,2.9,26,2017,12,冬季,1,0,98.0,54.0
2017-12-12,兰州市,轻度污染,109,75,163.0,82.0,38,2.7,27,2017,12,冬季,2,0,116.0,59.0
2017-12-13,兰州市,轻度污染,121,88,175.0,81.0,38,2.48,31,2017,12,冬季,3,0,109.0,63.57142857142857
2017-12-14,兰州市,良,88,50,124.0,52.0,34,1.43,34,2017,12,冬季,4,0,121.0,64.85714285714286
2017-12-15,兰州市,良,68,34,85.0,38.0,29,0.92,50,2017,12,冬季,5,0,88.0,63.57142857142857
2017-12-16,兰州市,良,58,30,66.0,45.0,25,1.03,42,2017,12,冬季,6,1,68.0,59.71428571428572
2017-12-17,兰州市,良,93,64,131.0,75.0,38,2.42,24,2017,12,冬季,7,1,58.0,60.42857142857143
2017-12-18,兰州市,良,89,60,121.0,70.0,38,2.37,22,2017,12,冬季,1,0,93.0,57.285714285714285
2017-12-19,兰州市,轻度污染,104,73,142.0,84.0,38,2.84,31,2017,12,冬季,2,0,89.0,57.0
2017-12-20,兰州市,轻度污染,132,91,185.0,90.5,38,3.68,25,2017,12,冬季,3,0,104.0,57.42857142857143
2017-12-21,兰州市,轻度污染,141,91,214.5,90.5,38,4.12,26,2017,12,冬季,4,0,132.0,63.285714285714285
2017-12-22,兰州市,轻度污染,141,91,197.0,90.5,38,3.53,23,2017,12,冬季,5,0,141.0,71.42857142857143
2017-12-23,兰州市,良,97,50,141.0,64.0,38,1.78,34,2017,12,冬季,6,1,141.0,74.28571428571429
2017-12-24,兰州市,轻度污染,115,63,178.0,85.0,38,2.56,25,2017,12,冬季,7,1,97.0,74.14285714285714
2017-12-25,兰州市,轻度污染,111,76,167.0,90.5,38,2.91,26,2017,12,冬季,1,0,115.0,76.42857142857143
2017-12-26,兰州市,轻度污染,121,88,177.0,90.5,38,3.65,23,2017,12,冬季,2,0,111.0,78.57142857142857
2017-12-27,兰州市,轻度污染,141,91,208.0,90.5,38,3.93,29,2017,12,冬季,3,0,121.0,78.57142857142857
2017-12-28,兰州市,轻度污染,141,91,214.5,77.0,38,2.51,32,2017,12,冬季,4,0,141.0,78.57142857142857
2017-12-29,兰州市,轻度污染,141,91,214.5,43.0,13,0.96,44,2017,12,冬季,5,0,141.0,78.57142857142857
2017-12-30,兰州市,轻度污染,141,91,214.5,65.0,22,1.93,23,2017,12,冬季,6,1,141.0,84.42857142857143
2017-12-31,兰州市,轻度污染,141,91,214.5,79.0,38,2.61,26,2017,12,冬季,7,1,141.0,88.42857142857143
2018-01-01,兰州市,轻度污染,141,91,214.5,90.0,38,2.74,40,2018,1,冬季,1,0,141.0,90.57142857142856
2018-01-02,兰州市,良,89,37,125.0,35.0,20,0.78,51,2018,1,冬季,2,0,141.0,83.28571428571429
2018-01-03,兰州市,良,96,65,115.0,46.0,25,1.32,35,2018,1,冬季,3,0,89.0,79.57142857142857
2018-01-04,兰州市,轻度污染,125,91,130.0,60.0,20,2.01,23,2018,1,冬季,4,0,96.0,79.57142857142857
2018-01-05,兰州市,轻度污染,110,82,112.0,46.0,14,1.82,24,2018,1,冬季,5,0,125.0,78.28571428571429
2018-01-06,兰州市,良,91,67,95.0,28.0,16,1.22,52,2018,1,冬季,6,1,110.0,74.85714285714286
2018-01-07,兰州市,良,69,38,87.0,21.0,17,0.67,68,2018,1,冬季,7,1,91.0,67.28571428571429
2018-01-08,兰州市,良,83,50,114.0,59.0,28,1.66,40,2018,1,冬季,1,0,69.0,61.42857142857143
2018-01-09,兰州市,轻度污染,101,73,142.0,81.0,38,2.5,31,2018,1,冬季,2,0,83.0,66.57142857142857
2018-01-10,兰州市,轻度污染,110,79,151.0,90.5,38,2.83,30,2018,1,冬季,3,0,101.0,68.57142857142857
2018-01-11,兰州市,轻度污染,114,85,151.0,90.0,38,2.88,28,2018,1,冬季,4,0,110.0,67.71428571428571
2018-01-12,兰州市,轻度污染,130,91,172.0,90.5,38,3.4,24,2018,1,冬季,5,0,114.0,69.0
2018-01-13,兰州市,轻度污染,140,91,187.0,83.0,38,2.96,37,2018,1,冬季,6,1,130.0,72.42857142857143
2018-01-14,兰州市,轻度污染,117,82,173.0,74.0,38,2.49,30,2018,1,冬季,7,1,140.0,78.71428571428571
2018-01-15,兰州市,轻度污染,113,73,144.0,53.0,29,1.6,40,2018,1,冬季,1,0,117.0,82.0
2018-01-16,兰州市,轻度污染,109,67,165.0,84.0,38,2.63,36,2018,1,冬季,2,0,113.0,81.14285714285714
2018-01-17,兰州市,轻度污染,124,42,169.0,38.0,19,0.83,53,2018,1,冬季,3,0,109.0,75.85714285714286
2018-01-18,兰州市,良,99,60,146.0,75.0,38,2.1,22,2018,1,冬季,4,0,124.0,72.28571428571429
2018-01-19,兰州市,轻度污染,113,79,170.0,78.0,38,2.65,30,2018,1,冬季,5,0,99.0,70.57142857142857
2018-01-20,兰州市,良,91,61,128.0,72.0,38,1.95,28,2018,1,冬季,6,1,113.0,66.28571428571429
2018-01-21,兰州市,良,85,49,119.0,61.0,38,1.69,31,2018,1,冬季,7,1,91.0,61.57142857142857
2018-01-22,兰州市,良,94,53,135.0,62.0,38,1.85,39,2018,1,冬季,1,0,85.0,58.71428571428572
2018-01-23,兰州市,良,94,57,136.0,62.0,38,1.78,38,2018,1,冬季,2,0,94.0,57.285714285714285
2018-01-24,兰州市,良,92,62,128.0,56.0,32,1.56,29,2018,1,冬季,3,0,94.0,60.142857142857146
2018-01-25,兰州市,轻度污染,102,73,129.0,46.0,29,1.38,40,2018,1,冬季,4,0,92.0,62.0
2018-01-26,兰州市,轻度污染,123,91,135.0,59.0,35,2.13,37,2018,1,冬季,5,0,102.0,63.71428571428572
2018-01-27,兰州市,轻度污染,105,78,113.0,32.0,28,1.28,56,2018,1,冬季,6,1,123.0,66.14285714285714
2018-01-28,兰州市,良,72,38,92.0,24.0,19,0.73,56,2018,1,冬季,7,1,105.0,64.57142857142857
2018-01-29,兰州市,良,83,56,110.0,43.0,24,1.32,39,2018,1,冬季,1,0,72.0,65.0
2018-01-30,兰州市,良,75,41,98.0,25.0,28,0.72,56,2018,1,冬季,2,0,83.0,62.71428571428572
2018-01-31,兰州市,轻度污染,110,60,169.0,62.0,30,1.91,33,2018,1,冬季,3,0,75.0,62.42857142857143
2018-02-01,兰州市,良,91,53,131.0,50.0,32,1.6,45,2018,2,冬季,4,0,110.0,59.57142857142857
2018-02-02,兰州市,良,75,35,97.0,38.0,17,1.03,55,2018,2,冬季,5,0,91.0,51.57142857142857
2018-02-03,兰州市,良,83,53,115.0,50.0,27,1.62,42,2018,2,冬季,6,1,75.0,48.0
2018-02-04,兰州市,良,83,56,114.0,59.0,29,1.63,41,2018,2,冬季,7,1,83.0,50.57142857142857
2018-02-05,兰州市,轻度污染,105,77,140.0,70.0,38,2.19,40,2018,2,冬季,1,0,83.0,53.57142857142857
2018-02-06,兰州市,良,97,71,127.0,70.0,38,1.95,42,2018,2,冬季,2,0,105.0,57.85714285714285
2018-02-07,兰州市,良,93,61,134.0,72.0,38,1.87,34,2018,2,冬季,3,0,97.0,58.0
2018-02-08,兰州市,良,91,60,128.0,62.0,33,2.02,36,2018,2,冬季,4,0,93.0,59.0
2018-02-09,兰州市,轻度污染,141,91,214.5,21.0,12,0.67,73,2018,2,冬季,5,0,91.0,67.0
2018-02-10,兰州市,良,81,32,111.0,26.0,11,0.72,68,2018,2,冬季,6,1,141.0,64.0
2018-02-11,兰州市,良,91,51,130.0,53.0,38,1.58,45,2018,2,冬季,7,1,81.0,63.285714285714285
2018-02-12,兰州市,良,85,53,119.0,67.0,38,1.99,40,2018,2,冬季,1,0,91.0,59.85714285714285
2018-02-13,兰州市,轻度污染,106,78,147.0,86.0,38,2.83,38,2018,2,冬季,2,0,85.0,60.85714285714285
2018-02-14,兰州市,良,95,62,127.0,66.0,36,1.94,40,2018,2,冬季,3,0,106.0,61.0
2018-02-15,兰州市,良,75,47,98.0,58.0,38,1.79,43,2018,2,冬季,4,0,95.0,59.142857142857146
2018-02-16,兰州市,良,100,71,139.0,65.0,38,2.1,50,2018,2,冬季,5,0,75.0,56.285714285714285
2018-02-17,兰州市,良,84,39,115.0,25.0,20,0.76,78,2018,2,冬季,6,1,100.0,57.285714285714285
2018-02-18,兰州市,良,64,32,75.0,22.0,23,0.8,68,2018,2,冬季,7,1,84.0,54.57142857142857
2018-02-19,兰州市,良,72,43,90.0,30.0,21,1.1,64,2018,2,冬季,1,0,64.0,53.142857142857146
2018-02-20,兰州市,良,63,35,75.0,18.0,21,0.67,79,2018,2,冬季,2,0,72.0,47.0
2018-02-21,兰州市,良,51,34,51.0,29.0,20,0.93,65,2018,2,冬季,3,0,63.0,43.0
2018-02-22,兰州市,良,68,47,78.0,60.0,31,1.55,52,2018,2,冬季,4,0,51.0,43.0
2018-02-23,兰州市,良,75,39,98.0,44.0,26,1.21,48,2018,2,冬季,5,0,68.0,38.42857142857143
2018-02-24,兰州市,轻度污染,128,50,203.0,49.0,27,1.3,50,2018,2,冬季,6,1,75.0,40.0
2018-02-25,兰州市,良,95,53,138.0,69.0,36,1.9,58,2018,2,冬季,7,1,128.0,43.0
2018-02-26,兰州市,良,85,53,118.0,64.0,38,1.64,46,2018,2,冬季,1,0,95.0,44.42857142857143
2018-02-27,兰州市,良,85,60,104.0,60.0,18,1.62,44,2018,2,冬季,2,0,85.0,48.0
2018-02-28,兰州市,良,75,49,93.0,55.0,32,1.7,60,2018,2,冬季,3,0,85.0,50.142857142857146
2018-03-01,兰州市,良,64,32,76.0,56.0,30,1.26,56,2018,3,春季,4,0,75.0,48.0
2018-03-02,兰州市,良,89,57,119.0,78.0,38,2.13,46,2018,3,春季,5,0,64.0,50.57142857142857
2018-03-03,兰州市,良,95,47,136.0,48.0,31,1.44,53,2018,3,春季,6,1,89.0,50.142857142857146
2018-03-04,兰州市,良,66,34,80.0,33.0,12,0.78,70,2018,3,春季,7,1,95.0,47.42857142857143
2018-03-05,兰州市,良,59,35,65.0,41.0,14,0.98,57,2018,3,春季,1,0,66.0,44.85714285714285
2018-03-06,兰州市,良,68,47,80.0,51.0,19,1.28,50,2018,3,春季,2,0,59.0,43.0
2018-03-07,兰州市,轻度污染,119,53,187.0,42.0,18,0.91,56,2018,3,春季,3,0,68.0,43.57142857142857
2018-03-08,兰州市,良,90,42,128.0,61.0,22,1.29,50,2018,3,春季,4,0,119.0,45.0
2018-03-09,兰州市,良,83,46,115.0,69.0,31,1.71,48,2018,3,春季,5,0,90.0,43.42857142857143
2018-03-10,兰州市,良,82,47,108.0,71.0,26,1.49,61,2018,3,春季,6,1,83.0,43.42857142857143
2018-03-11,兰州市,良,86,55,120.0,74.0,34,1.7,59,2018,3,春季,7,1,82.0,46.42857142857143
2018-03-12,兰州市,良,93,57,132.0,78.0,29,1.63,63,2018,3,春季,1,0,86.0,49.57142857142857
2018-03-13,兰州市,良,84,49,115.0,74.0,30,1.5,52,2018,3,春季,2,0,93.0,49.85714285714285
2018-03-14,兰州市,良,86,44,109.0,76.0,36,1.49,63,2018,3,春季,3,0,84.0,48.57142857142857
2018-03-15,兰州市,轻度污染,141,58,214.5,50.0,19,0.97,59,2018,3,春季,4,0,86.0,50.85714285714285
2018-03-16,兰州市,轻度污染,141,66,214.5,51.0,22,1.11,80,2018,3,春季,5,0,141.0,53.71428571428572
2018-03-17,兰州市,轻度污染,141,89,214.5,25.0,16,0.66,85,2018,3,春季,6,1,141.0,59.71428571428572
2018-03-18,兰州市,轻度污染,141,72,214.5,30.0,16,0.66,74,2018,3,春季,7,1,141.0,62.142857142857146
2018-03-19,兰州市,轻度污染,141,73,214.5,47.0,18,1.17,57,2018,3,春季,1,0,141.0,64.42857142857143
2018-03-20,兰州市,轻度污染,141,71,214.5,32.0,7,0.84,68,2018,3,春季,2,0,141.0,67.57142857142857
2018-03-21,兰州市,轻度污染,141,61,214.5,46.0,13,0.89,67,2018,3,春季,3,0,141.0,70.0
2018-03-22,兰州市,良,97,43,141.0,64.0,22,1.33,46,2018,3,春季,4,0,141.0,67.85714285714286
2018-03-23,兰州市,良,76,34,101.0,53.0,17,0.92,59,2018,3,春季,5,0,97.0,63.285714285714285
2018-03-24,兰州市,良,78,32,103.0,55.0,18,1.03,66,2018,3,春季,6,1,76.0,55.142857142857146
2018-03-25,兰州市,良,89,44,123.0,59.0,22,1.13,75,2018,3,春季,7,1,78.0,51.142857142857146
2018-03-26,兰州市,轻度污染,141,61,214.5,70.0,24,1.35,53,2018,3,春季,1,0,89.0,49.42857142857143
2018-03-27,兰州市,轻度污染,123,58,195.0,70.0,28,1.52,60,2018,3,春季,2,0,141.0,47.57142857142857
2018-03-28,兰州市,轻度污染,103,52,154.0,67.0,31,1.33,66,2018,3,春季,3,0,123.0,46.285714285714285
2018-03-29,兰州市,轻度污染,118,44,183.0,55.0,16,1.09,68,2018,3,春季,4,0,103.0,46.42857142857143
2018-03-30,兰州市,轻度污染,141,68,214.5,25.0,7,0.54,73,2018,3,春季,5,0,118.0,51.285714285714285
2018-03-31,兰州市,轻度污染,141,63,214.5,37.0,12,0.88,57,2018,3,春季,6,1,141.0,55.71428571428572
2018-04-01,兰州市,轻度污染,123,56,194.0,58.0,16,1.19,61,2018,4,春季,7,1,141.0,57.42857142857143
2018-04-02,兰州市,轻度污染,109,52,163.0,63.0,24,1.4,83,2018,4,春季,1,0,123.0,56.142857142857146
2018-04-03,兰州市,轻度污染,141,66,214.5,25.0,9,0.54,74,2018,4,春季,2,0,109.0,57.285714285714285
2018-04-04,兰州市,轻度污染,141,91,214.5,38.0,16,0.66,59,2018,4,春季,3,0,141.0,62.85714285714285
2018-04-05,兰州市,轻度污染,141,78,214.5,14.0,5,0.58,83,2018,4,春季,4,0,141.0,67.71428571428571
2018-04-05,兰州市,轻度污染,141,78,214.5,14.0,5,0.58,83,2018,4,春季,4,0,141.0,69.14285714285714
2018-04-06,兰州市,轻度污染,141,50,214.5,23.0,7,0.6,79,2018,4,春季,5,0,141.0,67.28571428571429
2018-04-07,兰州市,良,97,43,142.0,60.0,20,1.21,56,2018,4,春季,6,1,141.0,65.42857142857143
2018-04-08,兰州市,轻度污染,103,48,149.0,69.0,25,1.42,59,2018,4,春季,7,1,97.0,64.85714285714286
2018-04-09,兰州市,轻度污染,141,74,214.5,53.0,23,1.2,66,2018,4,春季,1,0,103.0,66.0
2018-04-10,兰州市,轻度污染,141,91,214.5,45.0,11,0.82,52,2018,4,春季,2,0,141.0,66.0
2018-04-11,兰州市,轻度污染,141,64,214.5,58.0,22,1.11,56,2018,4,春季,3,0,141.0,64.0
2018-04-12,兰州市,轻度污染,118,64,182.0,54.0,10,0.89,44,2018,4,春季,4,0,141.0,62.0
2018-04-13,兰州市,良,94,44,137.0,19.0,5,0.4,82,2018,4,春季,5,0,118.0,61.142857142857146
2018-04-14,兰州市,良,93,47,133.0,42.0,7,0.74,77,2018,4,春季,6,1,94.0,61.71428571428572
2018-04-15,兰州市,良,92,52,124.0,61.0,15,1.0,69,2018,4,春季,7,1,93.0,62.285714285714285
2018-04-16,兰州市,良,97,48,120.0,69.0,16,1.19,73,2018,4,春季,1,0,92.0,58.57142857142857
2018-04-17,兰州市,轻度污染,101,46,129.0,78.0,26,1.28,81,2018,4,春季,2,0,97.0,52.142857142857146
2018-04-18,兰州市,良,99,47,142.0,63.0,24,1.08,85,2018,4,春季,3,0,101.0,49.71428571428572
2018-04-19,兰州市,良,83,49,102.0,35.0,7,0.63,108,2018,4,春季,4,0,99.0,47.57142857142857
2018-04-20,兰州市,轻度污染,105,64,148.0,37.0,5,0.7,102,2018,4,春季,5,0,83.0,50.42857142857143
2018-04-21,兰州市,良,89,45,127.0,55.0,11,0.8,60,2018,4,春季,6,1,105.0,50.142857142857146
2018-04-22,兰州市,良,78,36,104.0,44.0,15,0.79,69,2018,4,春季,7,1,89.0,47.85714285714285
2018-04-23,兰州市,良,58,33,70.0,19.0,4,0.51,71,2018,4,春季,1,0,78.0,45.71428571428572
2018-04-24,兰州市,优,41,23,35.0,27.0,5,0.52,74,2018,4,春季,2,0,58.0,42.42857142857143
2018-04-25,兰州市,良,64,40,75.0,46.0,12,0.66,64,2018,4,春季,3,0,41.0,41.42857142857143
2018-04-26,兰州市,良,74,35,96.0,39.0,12,0.63,76,2018,4,春季,4,0,64.0,39.42857142857143
2018-04-27,兰州市,良,83,43,109.0,49.0,15,0.84,78,2018,4,春季,5,0,74.0,36.42857142857143
2018-04-28,兰州市,良,85,40,104.0,56.0,11,0.8,77,2018,4,春季,6,1,83.0,35.714285714285715
2018-04-29,兰州市,良,85,39,117.0,49.0,9,0.83,76,2018,4,春季,7,1,85.0,36.142857142857146
2018-04-30,兰州市,良,57,28,54.0,23.0,4,0.45,96,2018,4,春季,1,0,85.0,35.42857142857143
2018-05-01,兰州市,良,75,37,97.0,33.0,10,0.51,82,2018,5,春季,2,0,57.0,37.42857142857143
2018-05-02,兰州市,良,94,39,136.0,45.0,12,0.69,86,2018,5,春季,3,0,75.0,37.285714285714285
2018-05-03,兰州市,良,87,38,116.0,50.0,12,0.78,86,2018,5,春季,4,0,94.0,37.71428571428572
2018-05-04,兰州市,轻度污染,114,51,166.0,28.0,5,0.64,91,2018,5,春季,5,0,87.0,38.85714285714285
2018-05-05,兰州市,良,73,31,84.0,19.0,4,0.36,106,2018,5,春季,6,1,114.0,37.57142857142857
2018-05-06,兰州市,良,59,27,59.0,37.0,5,0.64,84,2018,5,春季,7,1,73.0,35.857142857142854
2018-05-07,兰州市,良,77,28,74.0,40.0,9,0.7,115,2018,5,春季,1,0,59.0,35.857142857142854
2018-05-08,兰州市,良,60,26,65.0,33.0,4,0.55,78,2018,5,春季,2,0,77.0,34.285714285714285
2018-05-09,兰州市,良,87,41,120.0,23.0,4,0.56,75,2018,5,春季,3,0,60.0,34.57142857142857
2018-05-10,兰州市,优,44,25,44.0,27.0,4,0.6,65,2018,5,春季,4,0,87.0,32.714285714285715
2018-05-11,兰州市,良,76,35,80.0,43.0,10,0.73,91,2018,5,春季,5,0,44.0,30.428571428571427
2018-05-12,兰州市,良,94,43,132.0,54.0,16,0.87,93,2018,5,春季,6,1,76.0,32.142857142857146
2018-05-13,兰州市,轻度污染,122,55,182.0,65.0,21,1.09,71,2018,5,春季,7,1,94.0,36.142857142857146
2018-05-14,兰州市,良,93,42,113.0,50.0,14,0.88,94,2018,5,春季,1,0,122.0,38.142857142857146
2018-05-15,兰州市,良,91,44,129.0,37.0,10,0.7,87,2018,5,春季,2,0,93.0,40.71428571428572
2018-05-16,兰州市,轻度污染,141,75,214.5,24.0,6,0.43,79,2018,5,春季,3,0,91.0,45.57142857142857
2018-05-17,兰州市,良,97,46,142.0,31.0,10,0.52,73,2018,5,春季,4,0,141.0,48.57142857142857
2018-05-18,兰州市,轻度污染,126,55,174.0,30.0,9,0.58,97,2018,5,春季,5,0,97.0,51.42857142857143
2018-05-19,兰州市,轻度污染,108,63,150.0,23.0,5,0.51,97,2018,5,春季,6,1,126.0,54.285714285714285
2018-05-20,兰州市,良,65,32,77.0,38.0,10,0.6,71,2018,5,春季,7,1,108.0,51.0
2018-05-21,兰州市,良,70,38,89.0,27.0,6,0.46,86,2018,5,春季,1,0,65.0,50.42857142857143
2018-05-22,兰州市,良,60,22,59.0,33.0,11,0.58,92,2018,5,春季,2,0,70.0,47.285714285714285
2018-05-23,兰州市,良,67,23,73.0,43.0,12,0.65,84,2018,5,春季,3,0,60.0,39.85714285714285
2018-05-24,兰州市,良,66,28,76.0,38.0,10,0.65,76,2018,5,春季,4,0,67.0,37.285714285714285
2018-05-25,兰州市,轻度污染,141,58,214.5,28.0,13,0.58,98,2018,5,春季,5,0,66.0,37.71428571428572
2018-05-26,兰州市,轻度污染,141,68,214.5,27.0,6,0.56,116,2018,5,春季,6,1,141.0,38.42857142857143
2018-05-27,兰州市,轻度污染,124,57,195.0,54.0,15,0.82,74,2018,5,春季,7,1,141.0,42.0
2018-05-28,兰州市,良,100,41,136.0,58.0,22,0.84,84,2018,5,春季,1,0,124.0,42.42857142857143
2018-05-29,兰州市,良,79,30,100.0,52.0,16,0.58,72,2018,5,春季,2,0,100.0,43.57142857142857
2018-05-30,兰州市,良,86,31,95.0,51.0,20,0.66,91,2018,5,春季,3,0,79.0,44.71428571428572
2018-05-31,兰州市,良,67,25,82.0,35.0,8,0.49,91,2018,5,春季,4,0,86.0,44.285714285714285
2018-06-01,兰州市,良,73,31,79.0,34.0,8,0.6,112,2018,6,夏季,5,0,67.0,40.42857142857143
2018-06-02,兰州市,良,92,35,130.0,37.0,14,0.95,90,2018,6,夏季,6,1,73.0,35.714285714285715
2018-06-03,兰州市,良,71,34,82.0,20.0,5,0.5,100,2018,6,夏季,7,1,92.0,32.42857142857143
2018-06-04,兰州市,良,63,26,69.0,47.0,13,0.89,70,2018,6,夏季,1,0,71.0,30.285714285714285
2018-06-05,兰州市,良,97,34,95.0,61.0,21,1.0,99,2018,6,夏季,2,0,63.0,30.857142857142858
2018-06-06,兰州市,良,86,39,110.0,46.0,13,0.74,66,2018,6,夏季,3,0,97.0,32.0
2018-06-07,兰州市,良,68,37,83.0,44.0,14,0.64,67,2018,6,夏季,4,0,86.0,33.714285714285715
2018-06-08,兰州市,良,57,24,45.0,30.0,8,0.59,87,2018,6,夏季,5,0,68.0,32.714285714285715
2018-06-09,兰州市,良,75,23,54.0,38.0,16,0.77,104,2018,6,夏季,6,1,57.0,31.0
2018-06-10,兰州市,良,78,24,62.0,40.0,14,0.65,109,2018,6,夏季,7,1,75.0,29.571428571428573
2018-06-11,兰州市,良,91,27,72.0,47.0,16,0.78,112,2018,6,夏季,1,0,78.0,29.714285714285715
2018-06-12,兰州市,轻度污染,102,31,95.0,48.0,22,0.81,115,2018,6,夏季,2,0,91.0,29.285714285714285
2018-06-13,兰州市,良,78,27,82.0,41.0,10,0.64,105,2018,6,夏季,3,0,102.0,27.571428571428573
